Drug1,Drug2,Loewe
imiquimod,mepacrine,-0.2798
bortezomib,capecitabine,-0.3386
topotecan,busulfan,-0.2649
sorafenib,abiraterone,-0.1864
busulfan,valrubicin,-0.2477
methoxsalen,dexrazoxane,-0.2101
bendamustine,floxuridine,-0.1583
topotecan,clofarabine,-0.2744
topotecan,nelarabine,-0.2007
mepacrine,nelarabine,-0.289
topotecan,tamoxifen,-0.3574
clofarabine,floxuridine,0.0137
anastrozole,mitoxantrone,-0.2647
mitotane,cytarabine,-0.2642
bortezomib,mitoxantrone,-0.2556
mepacrine,vismodegib,-0.2485
hydroxyurea,dactinomycin,-0.1591
sorafenib,floxuridine,-0.1562
vinblastine,cytarabine,-0.2444
vorinostat,teniposide,-0.1928
estramustinephosphatesodium,exemestane,-0.1273
crizotinib,dexrazoxane,-0.1593
gemcitabine,exemestane,-0.3284
vemurafenib,ruxolitinib,-0.3849
methoxsalen,dactinomycin,-0.3038
ifosfamide,cytarabine,-0.1807
imiquimod,mitoxantrone,-0.298
vinblastine,vandetanib,-0.306
mitoxantrone,pazopanib,-0.3832
mepacrine,raloxifene,-0.266
mercaptopurine,sunitinib,-0.113
adavosertib,mk2206,-0.5107
decitabine,dactinomycin,-0.1443
topotecan,imatinib,-0.256
mepacrine,pazopanib,-0.2808
mitotane,floxuridine,-0.1956
tamoxifen,dactinomycin,-0.3119
cyclophosphamide,cytarabine,-0.2381
ifosfamide,mepacrine,-0.2621
sorafenib,vismodegib,-0.1627
erlotinib,docetaxel,-0.3452
pralatrexate,chlorambucil,0.0327
lapatinib,docetaxel,-0.3091
sorafenib,dactinomycin,-0.0409
clofarabine,dactinomycin,0.0106
nelarabine,exemestane,-0.3553
topotecan,fulvestrant,-0.1966
clofarabine,vismodegib,-0.173
anastrozole,romidepsin,-0.2263
procarbazine,mitoxantrone,-0.3136
romidepsin,anastrozole,-0.3332
sorafenib,cytarabine,-0.2666
mepacrine,anastrozole,-0.2795
cytarabine,letrozole,-0.1763
mepacrine,clofarabine,-0.1919
mepacrine,letrozole,-0.332
tamoxifen,floxuridine,-0.2456
sorafenib,crizotinib,-0.1745
mitoxantrone,crizotinib,-0.3938
sirolimus,gemcitabine,0.0161
valrubicin,mitoxantrone,-0.28
cytarabine,pazopanib,-0.2657
ifosfamide,floxuridine,-0.151
busulfan,dactinomycin,-0.1704
imatinib,mitoxantrone,-0.4186
topotecan,etoposide,-0.153
valrubicin,temozolomide,-0.2698
methoxsalen,floxuridine,-0.2102
procarbazine,floxuridine,-0.1855
mepacrine,celecoxib,-0.2993
docetaxel,vinblastine,0.0221
mepacrine,nilotinib,-0.2456
temozolomide,cytarabine,-0.2099
sirolimus,lenalidomide,-0.1577
mitoxantrone,vandetanib,-0.4419
aminolevulinicacid,floxuridine,-0.2587
topotecan,capecitabine,-0.2203
pralatrexate,azacitidine,-0.6086
mepacrine,imatinib,-0.3314
thiotepa,dexrazoxane,-0.1254
cyclophosphamide,valrubicin,-0.2515
topotecan,thiotepa,-0.2686
cladribine,gefitinib,-0.1354
allopurinol,exemestane,-0.3383
cladribine,teniposide,-0.1205
ixabepilone,mitoxantrone,-0.209
procarbazine,valrubicin,-0.3235
adavosertib,dasatinib,-0.648
clofarabine,axitinib,-0.1526
hydroxyurea,gefitinib,-0.1038
cytarabine,vandetanib,-0.2564
thalidomide,floxuridine,-0.1874
valrubicin,celecoxib,-0.2929
megestrolacetate,teniposide,-0.194
estramustinephosphatesodium,topotecan,-0.2489
erlotinib,mitoxantrone,-0.3871
dexrazoxane,abiraterone,-0.2163
clofarabine,crizotinib,-0.1422
adavosertib,lapatinib,-0.5164
fulvestrant,cytarabine,-0.3181
mepacrine,capecitabine,-0.3037
temozolomide,floxuridine,-0.2672
erlotinib,vinorelbine,-0.3907
topotecan,chlorambucil,-0.096
cyclophosphamide,dactinomycin,-0.2198
fludarabine,dactinomycin,-0.114
sorafenib,megestrolacetate,-0.2691
dasatinib,teniposide,-0.1704
streptozocin,dexrazoxane,-0.2033
vorinostat,gefitinib,-0.2199
allopurinol,mitoxantrone,-0.312
crizotinib,daunorubicin,-0.1553
doxorubicin,dactinomycin,-0.2478
temozolomide,dactinomycin,-0.0268
anastrozole,cytarabine,-0.3075
sirolimus,mercaptopurine,-0.0275
vorinostat,daunorubicin,-0.1437
estramustinephosphatesodium,valrubicin,-0.4313
cytarabine,thiotepa,-0.2043
megestrolacetate,dexrazoxane,-0.196
mitoxantrone,raloxifene,-0.3385
ixabepilone,dexrazoxane,-0.1145
teniposide,crizotinib,-0.1611
thiotepa,dactinomycin,-0.1218
capecitabine,mitoxantrone,-0.332
megestrolacetate,gefitinib,-0.1851
estramustinephosphatesodium,docetaxel,-0.5229
erlotinib,cytarabine,-0.2095
bendamustine,dexrazoxane,-0.1982
pralatrexate,gemcitabine,-0.6838
ifosfamide,valrubicin,-0.2879
crizotinib,teniposide,-0.1773
erlotinib,exemestane,-0.3921
adavosertib,bortezomib,-0.6772
adavosertib,sorafenib,-0.7384
adavosertib,topotecan,-0.8094
methoxsalen,teniposide,-0.187
cladribine,daunorubicin,-0.0871
cytarabine,raloxifene,-0.2744
decitabine,mercaptopurine,-0.0788
lapatinib,mk2206,-0.2504
dexrazoxane,crizotinib,-0.1566
fludarabine,cytarabine,-0.2812
teniposide,vismodegib,-0.1894
nilotinib,mitoxantrone,-0.3808
clofarabine,megestrolacetate,-0.2029
fulvestrant,teniposide,-0.2067
dactinomycin,dexrazoxane,-0.19
dasatinib,cladribine,-0.0689
vinblastine,floxuridine,-0.1461
romidepsin,altretamine,-0.3542
aminolevulinicacid,docetaxel,-0.2791
sirolimus,cladribine,-0.0014
hydroxyurea,etoposide,-0.1612
ifosfamide,dactinomycin,-0.2459
erlotinib,mepacrine,-0.2725
dasatinib,gefitinib,-0.2173
vinblastine,axitinib,-0.3309
procarbazine,docetaxel,-0.3858
bortezomib,dexrazoxane,-0.2168
ifosfamide,dexrazoxane,-0.2133
vorinostat,gemcitabine,-0.204
dacarbazine,gefitinib,-0.1359
daunorubicin,lenalidomide,-0.1614
mercaptopurine,crizotinib,0.0245
mercaptopurine,tamoxifen,-0.1788
cytarabine,celecoxib,-0.24
gemcitabine,thiotepa,-0.0149
busulfan,floxuridine,-0.2467
methoxsalen,gefitinib,-0.1632
azacitidine,daunorubicin,-0.1496
imatinib,cytarabine,-0.2398
clofarabine,valrubicin,-0.1396
sunitinib,dexrazoxane,-0.2331
streptozocin,docetaxel,-0.262
erlotinib,dactinomycin,-0.2603
decitabine,cladribine,-0.1038
mitoxantrone,ruxolitinib,-0.3278
mepacrine,altretamine,-0.2901
anastrozole,floxuridine,-0.2362
dexrazoxane,axitinib,-0.2451
pralatrexate,cladribine,-0.4705
estramustinephosphatesodium,dexrazoxane,-0.2422
daunorubicin,abiraterone,-0.1997
imatinib,dexrazoxane,-0.2218
vorinostat,cladribine,-0.0966
sunitinib,teniposide,-0.2239
gemcitabine,tamoxifen,-0.0191
fulvestrant,dactinomycin,-0.3752
cyclophosphamide,teniposide,-0.1939
imiquimod,floxuridine,-0.2497
temozolomide,mitoxantrone,-0.336
cytarabine,altretamine,-0.3451
topotecan,methoxsalen,0.0106
thalidomide,mercaptopurine,-0.1308
thalidomide,docetaxel,-0.3238
nilotinib,dactinomycin,-0.0483
cyclophosphamide,floxuridine,-0.2786
hydroxyurea,daunorubicin,-0.1612
doxorubicin,docetaxel,-0.2284
methoxsalen,daunorubicin,-0.1781
temozolomide,vinorelbine,-0.3861
topotecan,streptozocin,0.0303
temozolomide,exemestane,-0.3785
gefitinib,axitinib,-0.2246
celecoxib,daunorubicin,-0.2067
fulvestrant,daunorubicin,-0.1781
floxuridine,thiotepa,-0.2302
mk2206,bortezomib,-0.4859
lapatinib,floxuridine,-0.1995
mercaptopurine,sorafenib,-0.1477
fluorouracil,adavosertib,-0.5261
vinblastine,pazopanib,-0.317
aminolevulinicacid,gefitinib,-0.1703
anastrozole,dexrazoxane,-0.2125
sorafenib,axitinib,-0.2512
allopurinol,cytarabine,-0.2131
lapatinib,vinorelbine,-0.458
crizotinib,gefitinib,-0.1962
dactinomycin,letrozole,-0.1533
dexrazoxane,vandetanib,-0.218
erlotinib,dexrazoxane,-0.2364
floxuridine,celecoxib,-0.2613
fludarabine,dexrazoxane,-0.2293
dexrazoxane,pazopanib,-0.2883
cyclophosphamide,docetaxel,-0.2965
mercaptopurine,vismodegib,-0.0192
dexrazoxane,raloxifene,-0.2854
gemcitabine,mitoxantrone,-0.2857
sunitinib,dactinomycin,0.0326
procarbazine,dexrazoxane,-0.1564
sirolimus,abiraterone,-0.2654
ixabepilone,gefitinib,-0.1665
cyclophosphamide,daunorubicin,-0.1501
daunorubicin,crizotinib,-0.1987
sirolimus,vandetanib,-0.277
etoposide,lenalidomide,-0.1831
thiotepa,gefitinib,-0.1849
fluorouracil,bortezomib,-0.6664
sorafenib,altretamine,-0.2426
mercaptopurine,vandetanib,0.0366
topotecan,vinblastine,-0.2158
mepacrine,sorafenib,-0.275
gemcitabine,dexrazoxane,-0.2522
doxorubicin,cytarabine,-0.3279
dasatinib,etoposide,-0.1589
clofarabine,ruxolitinib,-0.1904
altretamine,vinorelbine,-0.3516
mepacrine,allopurinol,-0.2807
dasatinib,daunorubicin,-0.1926
nelarabine,dexrazoxane,-0.2488
procarbazine,mercaptopurine,-0.165
clofarabine,pazopanib,-0.1742
daunorubicin,vismodegib,-0.2372
tamoxifen,teniposide,-0.2457
aminolevulinicacid,mercaptopurine,-0.203
streptozocin,gefitinib,-0.186
thiotepa,daunorubicin,-0.1838
dasatinib,gemcitabine,-0.1562
docetaxel,raloxifene,-0.4838
mitotane,dexrazoxane,-0.3079
mercaptopurine,imatinib,-0.1766
topotecan,pralatrexate,-0.2494
docetaxel,capecitabine,-0.1691
decitabine,gemcitabine,-0.0739
estramustinephosphatesodium,mitoxantrone,-0.2768
aminolevulinicacid,dexrazoxane,-0.1569
bortezomib,gefitinib,-0.1767
mercaptopurine,bendamustine,-0.1128
teniposide,lenalidomide,-0.1291
vinblastine,azacitidine,0.0364
cladribine,chlorambucil,-0.1048
streptozocin,mercaptopurine,-0.1566
nelarabine,teniposide,-0.2278
fludarabine,floxuridine,-0.2992
mepacrine,hydroxyurea,-0.2123
methoxsalen,mercaptopurine,-0.1808
altretamine,exemestane,-0.4299
mercaptopurine,abiraterone,0.0039
teniposide,abiraterone,-0.265
procarbazine,teniposide,-0.2084
erlotinib,floxuridine,-0.2806
sorafenib,raloxifene,-0.1871
docetaxel,temozolomide,0.0791
sunitinib,gefitinib,-0.2062
vorinostat,etoposide,-0.1215
allopurinol,dactinomycin,-0.1717
sirolimus,axitinib,-0.2483
gemcitabine,hydroxyurea,-0.0291
imatinib,floxuridine,-0.2885
teniposide,axitinib,-0.2399
topotecan,bendamustine,-0.2954
fludarabine,mitoxantrone,-0.2741
mercaptopurine,vorinostat,-0.1384
vorinostat,azacitidine,-0.0669
mercaptopurine,ruxolitinib,-0.0107
streptozocin,daunorubicin,-0.1682
docetaxel,celecoxib,-0.4486
chlorambucil,vismodegib,-0.0598
gefitinib,vismodegib,-0.2931
imiquimod,cytarabine,-0.2178
mercaptopurine,fludarabine,-0.1739
bortezomib,teniposide,-0.1972
estramustinephosphatesodium,cytarabine,-0.3037
mercaptopurine,hydroxyurea,-0.1769
bendamustine,daunorubicin,-0.1848
clofarabine,lenalidomide,-0.238
vorinostat,chlorambucil,-0.0574
estramustinephosphatesodium,chlorambucil,-0.0377
allopurinol,gemcitabine,-0.1176
aminolevulinicacid,dactinomycin,-0.226
ixabepilone,etoposide,-0.1289
thiotepa,teniposide,-0.2214
gefitinib,vandetanib,-0.2546
busulfan,gefitinib,-0.2532
mercaptopurine,axitinib,0.0061
gefitinib,lenalidomide,-0.3245
imatinib,teniposide,-0.2913
ixabepilone,chlorambucil,-0.0807
anastrozole,teniposide,-0.2156
sorafenib,dacarbazine,-0.1921
topotecan,imiquimod,-0.1965
imiquimod,dexrazoxane,-0.2888
busulfan,dexrazoxane,-0.186
etoposide,vismodegib,-0.204
cyclophosphamide,mercaptopurine,-0.2064
docetaxel,nelarabine,0.1038
fulvestrant,dexrazoxane,-0.1801
hydroxyurea,chlorambucil,-0.0746
decitabine,pralatrexate,-0.0067
dactinomycin,teniposide,-0.2073
methoxsalen,azacitidine,-0.1551
crizotinib,etoposide,-0.118
bendamustine,gefitinib,-0.2228
pralatrexate,dasatinib,-0.6172
gefitinib,abiraterone,-0.2966
etoposide,crizotinib,-0.1585
methoxsalen,gemcitabine,-0.125
imiquimod,gefitinib,-0.2249
hydroxyurea,azacitidine,-0.1617
doxorubicin,floxuridine,-0.2309
tamoxifen,gefitinib,-0.2552
celecoxib,gefitinib,-0.268
cladribine,etoposide,-0.1373
imatinib,gefitinib,-0.2629
dasatinib,chlorambucil,-0.1361
topotecan,cyclophosphamide,-0.0377
gemcitabine,imatinib,-0.0544
procarbazine,azacitidine,-0.1817
vinblastine,gemcitabine,-0.2962
mitotane,dactinomycin,-0.2043
azacitidine,vinblastine,-0.0962
ifosfamide,gefitinib,-0.231
ixabepilone,teniposide,-0.189
estramustinephosphatesodium,floxuridine,-0.3728
letrozole,teniposide,-0.2394
nelarabine,gefitinib,-0.2239
azacitidine,teniposide,-0.2051
busulfan,daunorubicin,-0.2196
imiquimod,teniposide,-0.2747
bortezomib,daunorubicin,-0.142
busulfan,mercaptopurine,-0.2418
streptozocin,azacitidine,-0.1326
etoposide,adavosertib,-0.4964
capecitabine,mercaptopurine,-0.0064
sirolimus,vismodegib,-0.2713
streptozocin,gemcitabine,-0.1107
topotecan,lenalidomide,-0.1616
valrubicin,teniposide,-0.2136
aminolevulinicacid,azacitidine,-0.2264
lapatinib,gemcitabine,-0.1664
procarbazine,gefitinib,-0.2391
bendamustine,dactinomycin,-0.0203
anastrozole,gefitinib,-0.2535
azacitidine,tamoxifen,-0.2393
ifosfamide,mercaptopurine,-0.1869
methoxsalen,chlorambucil,-0.1156
sirolimus,pazopanib,-0.2859
fulvestrant,chlorambucil,-0.0484
clofarabine,raloxifene,-0.2034
megestrolacetate,etoposide,-0.1864
chlorambucil,crizotinib,-0.079
mercaptopurine,megestrolacetate,-0.1147
lapatinib,azacitidine,-0.1813
allopurinol,azacitidine,-0.2377
estramustinephosphatesodium,daunorubicin,-0.2012
ifosfamide,daunorubicin,-0.1279
topotecan,anastrozole,-0.2307
clofarabine,cytarabine,0.0063
temozolomide,dexrazoxane,-0.2733
mercaptopurine,mitotane,-0.2396
letrozole,daunorubicin,-0.1728
azacitidine,gefitinib,-0.257
sorafenib,ruxolitinib,-0.2039
altretamine,mitoxantrone,-0.3619
sunitinib,daunorubicin,-0.217
nelarabine,daunorubicin,-0.175
thalidomide,etoposide,-0.1483
aminolevulinicacid,teniposide,-0.1695
azacitidine,chlorambucil,-0.1137
teniposide,pazopanib,-0.2754
mercaptopurine,fulvestrant,-0.2008
fludarabine,teniposide,-0.2442
teniposide,vandetanib,-0.2052
capecitabine,teniposide,-0.285
clofarabine,dacarbazine,-0.1884
celecoxib,chlorambucil,-0.0444
gemcitabine,temozolomide,-0.066
cladribine,thiotepa,-0.0455
gefitinib,crizotinib,-0.316
erlotinib,teniposide,-0.2821
sunitinib,azacitidine,-0.0774
thalidomide,azacitidine,-0.2047
imatinib,daunorubicin,-0.2427
lapatinib,dasatinib,-0.5028
mercaptopurine,celecoxib,-0.1791
busulfan,teniposide,-0.2409
etoposide,abiraterone,-0.237
fulvestrant,etoposide,-0.1499
gemcitabine,celecoxib,-0.0684
teniposide,raloxifene,-0.2096
chlorambucil,abiraterone,-0.0921
thiotepa,etoposide,-0.1741
dasatinib,sirolimus,0.0122
mercaptopurine,lenalidomide,-0.1454
thalidomide,teniposide,-0.2192
allopurinol,gefitinib,-0.2708
azacitidine,letrozole,-0.1317
sunitinib,cladribine,-0.0769
azacitidine,imatinib,-0.1844
gemcitabine,mitotane,-0.0333
azacitidine,etoposide,-0.1987
aminolevulinicacid,gemcitabine,-0.1456
azacitidine,fulvestrant,-0.1954
topotecan,crizotinib,-0.117
cyclophosphamide,gefitinib,-0.1311
ifosfamide,gemcitabine,-0.0907
topotecan,nilotinib,-0.2038
mitotane,teniposide,-0.2616
celecoxib,dactinomycin,-0.1797
daunorubicin,axitinib,-0.2067
sirolimus,raloxifene,-0.2262
streptozocin,teniposide,-0.2002
gemcitabine,fludarabine,-0.073
gemcitabine,nelarabine,-0.0738
mepacrine,fludarabine,-0.2329
mercaptopurine,anastrozole,-0.2291
azacitidine,fludarabine,-0.1816
erlotinib,gefitinib,-0.249
gemcitabine,nilotinib,-0.0744
ifosfamide,azacitidine,-0.1583
ixabepilone,daunorubicin,-0.1139
busulfan,etoposide,-0.201
mercaptopurine,dacarbazine,-0.0356
cyclophosphamide,etoposide,-0.1662
topotecan,letrozole,-0.2671
estramustinephosphatesodium,dactinomycin,-0.517
gemcitabine,capecitabine,-0.0753
topotecan,vandetanib,-0.1164
anastrozole,daunorubicin,-0.1761
thalidomide,gemcitabine,-0.1491
etoposide,bortezomib,-0.63
teniposide,ruxolitinib,-0.2272
valrubicin,daunorubicin,-0.1528
chlorambucil,vandetanib,-0.1264
nilotinib,teniposide,-0.2889
hydroxyurea,cladribine,-0.1206
fulvestrant,gefitinib,-0.2311
capecitabine,daunorubicin,-0.2178
etoposide,vandetanib,-0.187
letrozole,dexrazoxane,-0.2317
gemcitabine,letrozole,-0.0797
imiquimod,daunorubicin,-0.2194
mercaptopurine,letrozole,-0.2467
capecitabine,gefitinib,-0.2167
cyclophosphamide,azacitidine,-0.2505
capecitabine,cytarabine,0.0086
ifosfamide,etoposide,-0.1816
nilotinib,mercaptopurine,-0.132
aminolevulinicacid,daunorubicin,-0.0941
erlotinib,daunorubicin,-0.2444
sorafenib,gemcitabine,-0.1315
estramustinephosphatesodium,etoposide,-0.1977
nelarabine,cytarabine,-0.0212
celecoxib,etoposide,-0.2033
celecoxib,teniposide,-0.2899
nilotinib,cytarabine,-0.0542
etoposide,axitinib,-0.224
crizotinib,chlorambucil,-0.0514
erlotinib,topotecan,-0.3075
nelarabine,chlorambucil,-0.1381
fludarabine,chlorambucil,-0.1384
estramustinephosphatesodium,teniposide,-0.2403
procarbazine,daunorubicin,-0.1921
vinblastine,cladribine,-0.0963
thalidomide,chlorambucil,-0.1578
clofarabine,altretamine,-0.2692
capecitabine,floxuridine,0.0091
streptozocin,cladribine,-0.1172
megestrolacetate,daunorubicin,-0.2028
erlotinib,mercaptopurine,-0.1878
ifosfamide,chlorambucil,-0.114
lapatinib,dexrazoxane,-0.3014
mercaptopurine,doxorubicin,-0.3105
bendamustine,etoposide,-0.1565
thiotepa,chlorambucil,-0.0431
bortezomib,etoposide,-0.1435
estramustinephosphatesodium,gemcitabine,-0.2756
nelarabine,floxuridine,-0.0192
erlotinib,dasatinib,-0.3705
imiquimod,azacitidine,-0.1903
sirolimus,altretamine,-0.1592
tamoxifen,etoposide,-0.1842
nilotinib,floxuridine,-0.0475
altretamine,dexrazoxane,-0.3444
dacarbazine,etoposide,-0.1269
imiquimod,dactinomycin,-0.3035
pralatrexate,dacarbazine,0.0531
daunorubicin,raloxifene,-0.2153
lapatinib,teniposide,-0.329
capecitabine,dactinomycin,0.009
sunitinib,gemcitabine,-0.1437
gemcitabine,teniposide,-0.242
aminolevulinicacid,chlorambucil,-0.0407
pralatrexate,crizotinib,-0.028
pralatrexate,vorinostat,-0.6981
cyclophosphamide,chlorambucil,-0.1818
gefitinib,raloxifene,-0.3596
thalidomide,gefitinib,-0.1822
nelarabine,dactinomycin,-0.0192
erlotinib,gemcitabine,-0.1642
allopurinol,daunorubicin,-0.2426
nilotinib,daunorubicin,-0.2705
procarbazine,chlorambucil,-0.054
cytarabine,ruxolitinib,-0.2822
ifosfamide,teniposide,-0.2115
temozolomide,teniposide,-0.3145
mercaptopurine,vinblastine,-0.2047
imatinib,etoposide,-0.2185
temozolomide,gefitinib,-0.3138
topotecan,megestrolacetate,-0.124
gemcitabine,vinblastine,-0.0174
dactinomycin,gefitinib,-0.2834
letrozole,etoposide,-0.1809
vorinostat,vinblastine,-0.0264
procarbazine,cladribine,-0.156
allopurinol,teniposide,-0.237
capecitabine,chlorambucil,-0.1135
lapatinib,cladribine,-0.1719
clofarabine,cladribine,0.0063
sorafenib,cladribine,-0.1249
thalidomide,daunorubicin,-0.1874
estramustinephosphatesodium,gefitinib,-0.0729
allopurinol,pralatrexate,-0.2538
gemcitabine,gefitinib,-0.2132
ifosfamide,cladribine,-0.1247
procarbazine,etoposide,-0.1775
imatinib,chlorambucil,-0.0936
erlotinib,azacitidine,-0.2762
valrubicin,dexrazoxane,-0.2501
streptozocin,chlorambucil,-0.1142
topotecan,axitinib,-0.1324
methoxsalen,cladribine,-0.1647
imiquimod,chlorambucil,-0.1708
chlorambucil,dacarbazine,-0.0037
decitabine,sirolimus,-0.0965
doxorubicin,gemcitabine,-0.204
lapatinib,chlorambucil,-0.1555
pralatrexate,tamoxifen,-0.6324
pralatrexate,lenalidomide,0.032
methoxsalen,etoposide,-0.1334
chlorambucil,axitinib,-0.0632
mercaptopurine,altretamine,-0.1231
etoposide,raloxifene,-0.2271
daunorubicin,ruxolitinib,-0.0461
sorafenib,pazopanib,-0.268
mepacrine,ruxolitinib,-0.2673
aminolevulinicacid,etoposide,-0.1435
sunitinib,chlorambucil,-0.0884
mitotane,chlorambucil,-0.1937
chlorambucil,pazopanib,-0.1381
streptozocin,etoposide,-0.164
nilotinib,dexrazoxane,-0.2923
dactinomycin,daunorubicin,-0.1801
pralatrexate,abiraterone,-0.0414
doxorubicin,azacitidine,-0.2815
estramustinephosphatesodium,mercaptopurine,-0.315
sirolimus,thiotepa,-0.0721
bendamustine,azacitidine,-0.1154
temozolomide,daunorubicin,-0.2739
anastrozole,gemcitabine,-0.3193
cladribine,letrozole,0.0334
vorinostat,sirolimus,-0.0849
sorafenib,azacitidine,-0.1416
letrozole,chlorambucil,-0.0864
decitabine,crizotinib,-0.0979
pralatrexate,mitotane,-0.0298
azacitidine,temozolomide,-0.1925
etoposide,pazopanib,-0.2726
anastrozole,chlorambucil,-0.0913
erlotinib,etoposide,-0.2443
mitotane,daunorubicin,-0.2864
valrubicin,etoposide,-0.1773
fulvestrant,cladribine,-0.2148
bendamustine,chlorambucil,-0.0839
tamoxifen,cladribine,-0.1045
gemcitabine,daunorubicin,-0.1896
sirolimus,tamoxifen,-0.0763
anastrozole,cladribine,-0.2228
dasatinib,vorinostat,-0.0288
decitabine,abiraterone,-0.2058
gemcitabine,clofarabine,-0.07
letrozole,gefitinib,-0.2322
lapatinib,daunorubicin,-0.2812
fludarabine,gefitinib,-0.2725
hydroxyurea,lenalidomide,-0.0613
mitotane,azacitidine,-0.0813
pralatrexate,thiotepa,-0.6551
fulvestrant,azacitidine,-0.1358
procarbazine,gemcitabine,-0.1527
dexrazoxane,ruxolitinib,-0.3045
temozolomide,cladribine,-0.1247
azacitidine,celecoxib,-0.2481
azacitidine,nelarabine,-0.0927
altretamine,teniposide,-0.2717
valrubicin,chlorambucil,-0.1495
mercaptopurine,pazopanib,-0.0373
dactinomycin,etoposide,-0.1671
lapatinib,topotecan,-0.6973
pralatrexate,sunitinib,-0.6546
busulfan,gemcitabine,-0.1688
sunitinib,dasatinib,0.0236
lapatinib,bortezomib,-0.6452
gemcitabine,fulvestrant,-0.048
decitabine,nilotinib,-0.0468
topotecan,dacarbazine,-0.1658
mitotane,etoposide,-0.2707
dasatinib,tamoxifen,-0.1121
fludarabine,daunorubicin,-0.1118
nelarabine,cladribine,-0.0212
busulfan,chlorambucil,-0.0639
decitabine,vandetanib,-0.0938
chlorambucil,ruxolitinib,-0.1557
lapatinib,etoposide,-0.2514
mercaptopurine,temozolomide,-0.2022
doxorubicin,cladribine,-0.2008
gemcitabine,etoposide,-0.1797
topotecan,raloxifene,-0.1352
clofarabine,mercaptopurine,-0.0478
azacitidine,clofarabine,-0.337
methoxsalen,sirolimus,-0.138
azacitidine,nilotinib,-0.1901
nelarabine,etoposide,-0.1851
nilotinib,chlorambucil,-0.173
sirolimus,vinblastine,-0.1049
decitabine,dasatinib,-0.0346
cyclophosphamide,gemcitabine,-0.1352
bendamustine,cladribine,-0.0894
imiquimod,mercaptopurine,-0.2394
nilotinib,etoposide,-0.25
allopurinol,cladribine,-0.1383
allopurinol,etoposide,-0.227
pralatrexate,axitinib,-0.0429
aminolevulinicacid,cladribine,-0.1248
azacitidine,capecitabine,-0.1788
pralatrexate,imatinib,-0.6868
sunitinib,vorinostat,0.0199
bortezomib,chlorambucil,-0.0462
aminolevulinicacid,sirolimus,-0.1183
chlorambucil,megestrolacetate,-0.1141
nelarabine,mercaptopurine,-0.0653
chlorambucil,raloxifene,-0.2276
decitabine,megestrolacetate,-0.1574
valrubicin,gefitinib,-0.1985
sunitinib,sirolimus,0.0068
sirolimus,ruxolitinib,-0.258
daunorubicin,pazopanib,-0.23
erlotinib,topotecan,-0.6956
tamoxifen,chlorambucil,-0.1163
fulvestrant,gemcitabine,-0.3404
gemcitabine,chlorambucil,-0.1287
procarbazine,sirolimus,-0.1234
pralatrexate,vinblastine,-0.0644
anastrozole,azacitidine,-0.0657
vorinostat,thiotepa,-0.0724
allopurinol,chlorambucil,-0.1295
cyclophosphamide,cladribine,-0.0949
busulfan,cladribine,-0.1835
decitabine,vorinostat,-0.1702
pralatrexate,pazopanib,-0.026
etoposide,doxorubicin,-0.1826
fludarabine,etoposide,-0.1782
imiquimod,etoposide,-0.1666
nilotinib,gefitinib,-0.2729
dasatinib,abiraterone,-0.1694
lapatinib,gefitinib,-0.2772
anastrozole,etoposide,-0.1936
cyclophosphamide,sirolimus,-0.1073
gemcitabine,anastrozole,-0.1257
pralatrexate,lapatinib,-0.589
pralatrexate,vismodegib,-0.0272
vorinostat,letrozole,0.0104
imiquimod,gemcitabine,-0.1413
mitotane,cladribine,-0.1795
sirolimus,imatinib,-0.1116
doxorubicin,pralatrexate,-0.1654
vinblastine,sirolimus,0.0219
gefitinib,ruxolitinib,-0.2904
topotecan,ruxolitinib,-0.1715
cladribine,abiraterone,-0.0467
thiotepa,abiraterone,0.0224
lapatinib,sirolimus,-0.0734
estramustinephosphatesodium,cladribine,-0.264
pralatrexate,bendamustine,-0.0163
cladribine,celecoxib,-0.0913
dasatinib,lenalidomide,-0.1519
topotecan,altretamine,-0.1111
capecitabine,etoposide,-0.2161
cladribine,dacarbazine,-0.0499
pralatrexate,sorafenib,0.0339
altretamine,gefitinib,-0.4831
vorinostat,dacarbazine,-0.0596
altretamine,etoposide,-0.3419
cyclophosphamide,dasatinib,-0.0604
allopurinol,vorinostat,-0.1058
hydroxyurea,abiraterone,-0.0435
sirolimus,temozolomide,-0.1233
decitabine,sunitinib,-0.0983
dasatinib,vandetanib,-0.1349
erlotinib,bortezomib,-0.5812
vorinostat,abiraterone,-0.0624
sirolimus,celecoxib,-0.1256
sunitinib,thiotepa,-0.0031
imiquimod,cladribine,-0.1337
dasatinib,thiotepa,-0.0552
decitabine,tamoxifen,-0.05
pralatrexate,fulvestrant,0.0006
lenalidomide,abiraterone,-0.0202
streptozocin,vorinostat,-0.1057
dasatinib,crizotinib,-0.158
pralatrexate,megestrolacetate,0.0347
allopurinol,sirolimus,-0.0963
pralatrexate,fludarabine,-0.6485
sirolimus,fludarabine,-0.1307
sirolimus,nelarabine,-0.1312
sirolimus,nilotinib,-0.1366
capecitabine,cladribine,0.0086
dacarbazine,doxorubicin,-0.0984
doxorubicin,sirolimus,-0.2116
sirolimus,capecitabine,-0.1327
altretamine,daunorubicin,-0.1723
bendamustine,dasatinib,-0.1391
hydroxyurea,dasatinib,-0.1106
sirolimus,hydroxyurea,-0.1078
