Drug1,Drug2,Scores
Cyclophosphamide, Dasatinib,
Cyclophosphamide, Daunorubicin,
Cyclophosphamide, Decitabine,
Cyclophosphamide, Dexrazoxane,
Cyclophosphamide, Docetaxel,
Cyclophosphamide, Doxorubicin,
Cyclophosphamide, Erlotinib,
Cyclophosphamide, EstramustinePhosphateSodium,
Cyclophosphamide, Etoposide,
Cyclophosphamide, Exemestane,
Cyclophosphamide, Floxuridine,
Cyclophosphamide, Fludarabine,
Cyclophosphamide, Fluorouracil,
Cyclophosphamide, Fulvestrant,
Cyclophosphamide, Gefitinib,
Cyclophosphamide, Gemcitabine,
Cyclophosphamide, Hydroxyurea,
Cyclophosphamide, Ifosfamide,
Cyclophosphamide, Imatinib,
Cyclophosphamide, Imiquimod,
Cyclophosphamide, Ixabepilone,
Cyclophosphamide, Lapatinib,
Cyclophosphamide, Lenalidomide,
Cyclophosphamide, Letrozole,
Cyclophosphamide, Linsitinib,
Cyclophosphamide, Megestrol,
Cyclophosphamide, Mepacrine,
Cyclophosphamide, Mercaptopurine,
Cyclophosphamide, Metformin,
Cyclophosphamide, Methotrexate,
Cyclophosphamide, Methoxsalen,
Cyclophosphamide, Mitotane,
Cyclophosphamide, Mitoxantrone,
Cyclophosphamide, MK1775,
Cyclophosphamide, MK2206,
Cyclophosphamide, Navitoclax,
Cyclophosphamide, Nelarabine,
Cyclophosphamide, Nilotinib,
Cyclophosphamide, Nutlin,
Cyclophosphamide, Paclitaxel,
Cyclophosphamide, Pazopanib,
Cyclophosphamide, Pemetrexed,
Cyclophosphamide, Pralatrexate,
Cyclophosphamide, Procarbazine,
Cyclophosphamide, Raloxifene,
Cyclophosphamide, Romidepsin,
Cyclophosphamide, Ruxolitinib,
Cyclophosphamide, Sirolimus,
Cyclophosphamide, Sorafenib,
Cyclophosphamide, Streptozocin,
Cyclophosphamide, Sunitinib,
Cyclophosphamide, Tametinib,
Cyclophosphamide, Tamoxifen,
Cyclophosphamide, Taselisib,
Cyclophosphamide, Temozolomide,
Cyclophosphamide, Teniposide,
Cyclophosphamide, Thalidomide,
Cyclophosphamide, Thioguanine,
Cyclophosphamide, Thiotepa,
Cyclophosphamide, Topotecan,
Cyclophosphamide, Trametinib,
Cyclophosphamide, Valrubicin,
Cyclophosphamide, Vandetanib,
Cyclophosphamide, Vemurafenib,
Cyclophosphamide, Vinblastine,
Cyclophosphamide, Vinorelbine,
Cyclophosphamide, Vismodegib,
Cyclophosphamide, Vorinostat,
Cytarabine, Dabrafenib,
Cytarabine, Dacarbazine,
Cytarabine, Dactinomycin,
Cytarabine, Dasatinib,
Cytarabine, Daunorubicin,
Cytarabine, Decitabine,
Cytarabine, Dexrazoxane,
Cytarabine, Docetaxel,
Cytarabine, Doxorubicin,
Cytarabine, Erlotinib,
Cytarabine, EstramustinePhosphateSodium,
Cytarabine, Etoposide,
Cytarabine, Exemestane,
Cytarabine, Floxuridine,
Cytarabine, Fludarabine,
Cytarabine, Fluorouracil,
Cytarabine, Fulvestrant,
Cytarabine, Gefitinib,
Cytarabine, Gemcitabine,
Cytarabine, Hydroxyurea,
Cytarabine, Ifosfamide,
Cytarabine, Imatinib,
Cytarabine, Imiquimod,
Cytarabine, Ixabepilone,
Cytarabine, Lapatinib,
Cytarabine, Lenalidomide,
Cytarabine, Letrozole,
Cytarabine, Linsitinib,
Cytarabine, Megestrol,
Cytarabine, Mepacrine,
Cytarabine, Mercaptopurine,
Cytarabine, Metformin,
Cytarabine, Methotrexate,
Cytarabine, Methoxsalen,
Cytarabine, Mitotane,
Cytarabine, Mitoxantrone,
Cytarabine, MK1775,
Cytarabine, MK2206,
Cytarabine, Navitoclax,
Cytarabine, Nelarabine,
Cytarabine, Nilotinib,
Cytarabine, Nutlin,
Cytarabine, Paclitaxel,
Cytarabine, Pazopanib,
Cytarabine, Pemetrexed,
Cytarabine, Pralatrexate,
Cytarabine, Procarbazine,
Cytarabine, Raloxifene,
Cytarabine, Romidepsin,
Cytarabine, Ruxolitinib,
Cytarabine, Sirolimus,
Cytarabine, Sorafenib,
Cytarabine, Streptozocin,
Cytarabine, Sunitinib,
Cytarabine, Tametinib,
Cytarabine, Tamoxifen,
Cytarabine, Taselisib,
Cytarabine, Temozolomide,
Cytarabine, Teniposide,
Cytarabine, Thalidomide,
Cytarabine, Thioguanine,
Cytarabine, Thiotepa,
Cytarabine, Topotecan,
Cytarabine, Trametinib,
Cytarabine, Valrubicin,
Cytarabine, Vandetanib,
Cytarabine, Vemurafenib,
Cytarabine, Vinblastine,
Cytarabine, Vinorelbine,
Cytarabine, Vismodegib,
Cytarabine, Vorinostat,
Dabrafenib, Dacarbazine,
Dabrafenib, Dactinomycin,
Dabrafenib, Dasatinib,
Dabrafenib, Daunorubicin,
Dabrafenib, Decitabine,
Dabrafenib, Dexrazoxane,
Dabrafenib, Docetaxel,
Dabrafenib, Doxorubicin,
Dabrafenib, Erlotinib,
Dabrafenib, EstramustinePhosphateSodium,
Dabrafenib, Etoposide,
Dabrafenib, Exemestane,
Dabrafenib, Floxuridine,
Dabrafenib, Fludarabine,
Dabrafenib, Fluorouracil,
Dabrafenib, Fulvestrant,
Dabrafenib, Gefitinib,
Dabrafenib, Gemcitabine,
Dabrafenib, Hydroxyurea,
Dabrafenib, Ifosfamide,
Dabrafenib, Imatinib,
Dabrafenib, Imiquimod,
Dabrafenib, Ixabepilone,
Dabrafenib, Lapatinib,
Dabrafenib, Lenalidomide,
Dabrafenib, Letrozole,
Dabrafenib, Linsitinib,
Dabrafenib, Megestrol,
Dabrafenib, Mepacrine,
Dabrafenib, Mercaptopurine,
Dabrafenib, Metformin,
Dabrafenib, Methotrexate,
Dabrafenib, Methoxsalen,
Dabrafenib, Mitotane,
Dabrafenib, Mitoxantrone,
Dabrafenib, MK1775,
Dabrafenib, MK2206,
Dabrafenib, Navitoclax,
Dabrafenib, Nelarabine,
Dabrafenib, Nilotinib,
Dabrafenib, Nutlin,
Dabrafenib, Paclitaxel,
Dabrafenib, Pazopanib,
Dabrafenib, Pemetrexed,
Dabrafenib, Pralatrexate,
Dabrafenib, Procarbazine,
Dabrafenib, Raloxifene,
Dabrafenib, Romidepsin,
Dabrafenib, Ruxolitinib,
Dabrafenib, Sirolimus,
Dabrafenib, Sorafenib,
Dabrafenib, Streptozocin,
Dabrafenib, Sunitinib,
Dabrafenib, Tametinib,
Dabrafenib, Tamoxifen,
Dabrafenib, Taselisib,
Dabrafenib, Temozolomide,
Dabrafenib, Teniposide,
Dabrafenib, Thalidomide,
Dabrafenib, Thioguanine,
Dabrafenib, Thiotepa,
Dabrafenib, Topotecan,
Dabrafenib, Trametinib,
Dabrafenib, Valrubicin,
Dabrafenib, Vandetanib,
Dabrafenib, Vemurafenib,
Dabrafenib, Vinblastine,
Dabrafenib, Vinorelbine,
Dabrafenib, Vismodegib,
Dabrafenib, Vorinostat,
Dacarbazine, Dactinomycin,
Dacarbazine, Dasatinib,
Dacarbazine, Daunorubicin,
Dacarbazine, Decitabine,
Dacarbazine, Dexrazoxane,
Dacarbazine, Docetaxel,
Dacarbazine, Doxorubicin,
Dacarbazine, Erlotinib,
Dacarbazine, EstramustinePhosphateSodium,
Dacarbazine, Etoposide,
Dacarbazine, Exemestane,
Dacarbazine, Floxuridine,
Dacarbazine, Fludarabine,
Dacarbazine, Fluorouracil,
Dacarbazine, Fulvestrant,
Dacarbazine, Gefitinib,
Dacarbazine, Gemcitabine,
Dacarbazine, Hydroxyurea,
Dacarbazine, Ifosfamide,
Dacarbazine, Imatinib,
Dacarbazine, Imiquimod,
Dacarbazine, Ixabepilone,
Dacarbazine, Lapatinib,
Dacarbazine, Lenalidomide,
Dacarbazine, Letrozole,
Dacarbazine, Linsitinib,
Dacarbazine, Megestrol,
Dacarbazine, Mepacrine,
Dacarbazine, Mercaptopurine,
Dacarbazine, Metformin,
Dacarbazine, Methotrexate,
Dacarbazine, Methoxsalen,
Dacarbazine, Mitotane,
Dacarbazine, Mitoxantrone,
Dacarbazine, MK1775,
Dacarbazine, MK2206,
Dacarbazine, Navitoclax,
Dacarbazine, Nelarabine,
Dacarbazine, Nilotinib,
Dacarbazine, Nutlin,
Dacarbazine, Paclitaxel,
Dacarbazine, Pazopanib,
Dacarbazine, Pemetrexed,
Dacarbazine, Pralatrexate,
Dacarbazine, Procarbazine,
Dacarbazine, Raloxifene,
Dacarbazine, Romidepsin,
Dacarbazine, Ruxolitinib,
Dacarbazine, Sirolimus,
Dacarbazine, Sorafenib,
Dacarbazine, Streptozocin,
Dacarbazine, Sunitinib,
Dacarbazine, Tametinib,
Dacarbazine, Tamoxifen,
Dacarbazine, Taselisib,
Dacarbazine, Temozolomide,
Dacarbazine, Teniposide,
Dacarbazine, Thalidomide,
Dacarbazine, Thioguanine,
Dacarbazine, Thiotepa,
Dacarbazine, Topotecan,
Dacarbazine, Trametinib,
Dacarbazine, Valrubicin,
Dacarbazine, Vandetanib,
Dacarbazine, Vemurafenib,
Dacarbazine, Vinblastine,
Dacarbazine, Vinorelbine,
Dacarbazine, Vismodegib,
Dacarbazine, Vorinostat,
Dactinomycin, Dasatinib,
Dactinomycin, Daunorubicin,
Dactinomycin, Decitabine,
Dactinomycin, Dexrazoxane,
Dactinomycin, Docetaxel,
Dactinomycin, Doxorubicin,
Dactinomycin, Erlotinib,
Dactinomycin, EstramustinePhosphateSodium,
Dactinomycin, Etoposide,
Dactinomycin, Exemestane,
Dactinomycin, Floxuridine,
Dactinomycin, Fludarabine,
Dactinomycin, Fluorouracil,
Dactinomycin, Fulvestrant,
Dactinomycin, Gefitinib,
Dactinomycin, Gemcitabine,
Dactinomycin, Hydroxyurea,
Dactinomycin, Ifosfamide,
Dactinomycin, Imatinib,
Dactinomycin, Imiquimod,
Dactinomycin, Ixabepilone,
Dactinomycin, Lapatinib,
Dactinomycin, Lenalidomide,
Dactinomycin, Letrozole,
Dactinomycin, Linsitinib,
Dactinomycin, Megestrol,
Dactinomycin, Mepacrine,
Dactinomycin, Mercaptopurine,
Dactinomycin, Metformin,
Dactinomycin, Methotrexate,
Dactinomycin, Methoxsalen,
Dactinomycin, Mitotane,
Dactinomycin, Mitoxantrone,
Dactinomycin, MK1775,
Dactinomycin, MK2206,
Dactinomycin, Navitoclax,
Dactinomycin, Nelarabine,
Dactinomycin, Nilotinib,
Dactinomycin, Nutlin,
Dactinomycin, Paclitaxel,
Dactinomycin, Pazopanib,
Dactinomycin, Pemetrexed,
Dactinomycin, Pralatrexate,
Dactinomycin, Procarbazine,
Dactinomycin, Raloxifene,
Dactinomycin, Romidepsin,
Dactinomycin, Ruxolitinib,
Dactinomycin, Sirolimus,
Dactinomycin, Sorafenib,
Dactinomycin, Streptozocin,
Dactinomycin, Sunitinib,
Dactinomycin, Tametinib,
Dactinomycin, Tamoxifen,
Dactinomycin, Taselisib,
Dactinomycin, Temozolomide,
Dactinomycin, Teniposide,
Dactinomycin, Thalidomide,
Dactinomycin, Thioguanine,
Dactinomycin, Thiotepa,
Dactinomycin, Topotecan,
Dactinomycin, Trametinib,
Dactinomycin, Valrubicin,
Dactinomycin, Vandetanib,
Dactinomycin, Vemurafenib,
Dactinomycin, Vinblastine,
Dactinomycin, Vinorelbine,
Dactinomycin, Vismodegib,
Dactinomycin, Vorinostat,
Dasatinib, Daunorubicin,
Dasatinib, Decitabine,
Dasatinib, Dexrazoxane,
Dasatinib, Docetaxel,
Dasatinib, Doxorubicin,
Dasatinib, Erlotinib,
Dasatinib, EstramustinePhosphateSodium,
Dasatinib, Etoposide,
Dasatinib, Exemestane,
Dasatinib, Floxuridine,
Dasatinib, Fludarabine,
Dasatinib, Fluorouracil,
Dasatinib, Fulvestrant,
Dasatinib, Gefitinib,
Dasatinib, Gemcitabine,
Dasatinib, Hydroxyurea,
Dasatinib, Ifosfamide,
Dasatinib, Imatinib,
Dasatinib, Imiquimod,
Dasatinib, Ixabepilone,
Dasatinib, Lapatinib,
Dasatinib, Lenalidomide,
Dasatinib, Letrozole,
Dasatinib, Linsitinib,
Dasatinib, Megestrol,
Dasatinib, Mepacrine,
Dasatinib, Mercaptopurine,
Dasatinib, Metformin,
Dasatinib, Methotrexate,
Dasatinib, Methoxsalen,
Dasatinib, Mitotane,
Dasatinib, Mitoxantrone,
Dasatinib, MK1775,
Dasatinib, MK2206,
Dasatinib, Navitoclax,
Dasatinib, Nelarabine,
Dasatinib, Nilotinib,
Dasatinib, Nutlin,
Dasatinib, Paclitaxel,
Dasatinib, Pazopanib,
Dasatinib, Pemetrexed,
Dasatinib, Pralatrexate,
Dasatinib, Procarbazine,
Dasatinib, Raloxifene,
Dasatinib, Romidepsin,
Dasatinib, Ruxolitinib,
Dasatinib, Sirolimus,
Dasatinib, Sorafenib,
Dasatinib, Streptozocin,
Dasatinib, Sunitinib,
Dasatinib, Tametinib,
Dasatinib, Tamoxifen,
Dasatinib, Taselisib,
Dasatinib, Temozolomide,
Dasatinib, Teniposide,
Dasatinib, Thalidomide,
Dasatinib, Thioguanine,
Dasatinib, Thiotepa,
Dasatinib, Topotecan,
Dasatinib, Trametinib,
Dasatinib, Valrubicin,
Dasatinib, Vandetanib,
Dasatinib, Vemurafenib,
Dasatinib, Vinblastine,
Dasatinib, Vinorelbine,
Dasatinib, Vismodegib,
Dasatinib, Vorinostat,
Daunorubicin, Decitabine,
Daunorubicin, Dexrazoxane,
Daunorubicin, Docetaxel,
Daunorubicin, Doxorubicin,
Daunorubicin, Erlotinib,
Daunorubicin, EstramustinePhosphateSodium,
Daunorubicin, Etoposide,
Daunorubicin, Exemestane,
Daunorubicin, Floxuridine,
Daunorubicin, Fludarabine,
Daunorubicin, Fluorouracil,
Daunorubicin, Fulvestrant,
Daunorubicin, Gefitinib,
Daunorubicin, Gemcitabine,
Daunorubicin, Hydroxyurea,
Daunorubicin, Ifosfamide,
Daunorubicin, Imatinib,
Daunorubicin, Imiquimod,
Daunorubicin, Ixabepilone,
Daunorubicin, Lapatinib,
Daunorubicin, Lenalidomide,
Daunorubicin, Letrozole,
Daunorubicin, Linsitinib,
Daunorubicin, Megestrol,
Daunorubicin, Mepacrine,
Daunorubicin, Mercaptopurine,
Daunorubicin, Metformin,
Daunorubicin, Methotrexate,
Daunorubicin, Methoxsalen,
Daunorubicin, Mitotane,
Daunorubicin, Mitoxantrone,
Daunorubicin, MK1775,
Daunorubicin, MK2206,
Daunorubicin, Navitoclax,
Daunorubicin, Nelarabine,
Daunorubicin, Nilotinib,
Daunorubicin, Nutlin,
Daunorubicin, Paclitaxel,
Daunorubicin, Pazopanib,
Daunorubicin, Pemetrexed,
Daunorubicin, Pralatrexate,
Daunorubicin, Procarbazine,
Daunorubicin, Raloxifene,
Daunorubicin, Romidepsin,
Daunorubicin, Ruxolitinib,
Daunorubicin, Sirolimus,
Daunorubicin, Sorafenib,
Daunorubicin, Streptozocin,
Daunorubicin, Sunitinib,
Daunorubicin, Tametinib,
Daunorubicin, Tamoxifen,
Daunorubicin, Taselisib,
Daunorubicin, Temozolomide,
Daunorubicin, Teniposide,
Daunorubicin, Thalidomide,
Daunorubicin, Thioguanine,
Daunorubicin, Thiotepa,
Daunorubicin, Topotecan,
Daunorubicin, Trametinib,
Daunorubicin, Valrubicin,
Daunorubicin, Vandetanib,
Daunorubicin, Vemurafenib,
Daunorubicin, Vinblastine,
Daunorubicin, Vinorelbine,
Daunorubicin, Vismodegib,
Daunorubicin, Vorinostat,
Decitabine, Dexrazoxane,
Decitabine, Docetaxel,
Decitabine, Doxorubicin,
Decitabine, Erlotinib,
Decitabine, EstramustinePhosphateSodium,
Decitabine, Etoposide,
Decitabine, Exemestane,
Decitabine, Floxuridine,
Decitabine, Fludarabine,
Decitabine, Fluorouracil,
Decitabine, Fulvestrant,
Decitabine, Gefitinib,
Decitabine, Gemcitabine,
Decitabine, Hydroxyurea,
Decitabine, Ifosfamide,
Decitabine, Imatinib,
Decitabine, Imiquimod,
Decitabine, Ixabepilone,
Decitabine, Lapatinib,
Decitabine, Lenalidomide,
Decitabine, Letrozole,
Decitabine, Linsitinib,
Decitabine, Megestrol,
Decitabine, Mepacrine,
Decitabine, Mercaptopurine,
Decitabine, Metformin,
Decitabine, Methotrexate,
Decitabine, Methoxsalen,
Decitabine, Mitotane,
Decitabine, Mitoxantrone,
Decitabine, MK1775,
Decitabine, MK2206,
Decitabine, Navitoclax,
Decitabine, Nelarabine,
Decitabine, Nilotinib,
Decitabine, Nutlin,
Decitabine, Paclitaxel,
Decitabine, Pazopanib,
Decitabine, Pemetrexed,
Decitabine, Pralatrexate,
Decitabine, Procarbazine,
Decitabine, Raloxifene,
Decitabine, Romidepsin,
Decitabine, Ruxolitinib,
Decitabine, Sirolimus,
Decitabine, Sorafenib,
Decitabine, Streptozocin,
Decitabine, Sunitinib,
Decitabine, Tametinib,
Decitabine, Tamoxifen,
Decitabine, Taselisib,
Decitabine, Temozolomide,
Decitabine, Teniposide,
Decitabine, Thalidomide,
Decitabine, Thioguanine,
Decitabine, Thiotepa,
Decitabine, Topotecan,
Decitabine, Trametinib,
Decitabine, Valrubicin,
Decitabine, Vandetanib,
Decitabine, Vemurafenib,
Decitabine, Vinblastine,
Decitabine, Vinorelbine,
Decitabine, Vismodegib,
Decitabine, Vorinostat,
Dexrazoxane, Docetaxel,
Dexrazoxane, Doxorubicin,
Dexrazoxane, Erlotinib,
Dexrazoxane, EstramustinePhosphateSodium,
Dexrazoxane, Etoposide,
Dexrazoxane, Exemestane,
Dexrazoxane, Floxuridine,
Dexrazoxane, Fludarabine,
Dexrazoxane, Fluorouracil,
Dexrazoxane, Fulvestrant,
Dexrazoxane, Gefitinib,
Dexrazoxane, Gemcitabine,
Dexrazoxane, Hydroxyurea,
Dexrazoxane, Ifosfamide,
Dexrazoxane, Imatinib,
Dexrazoxane, Imiquimod,
Dexrazoxane, Ixabepilone,
Dexrazoxane, Lapatinib,
Dexrazoxane, Lenalidomide,
Dexrazoxane, Letrozole,
Dexrazoxane, Linsitinib,
Dexrazoxane, Megestrol,
Dexrazoxane, Mepacrine,
Dexrazoxane, Mercaptopurine,
Dexrazoxane, Metformin,
Dexrazoxane, Methotrexate,
Dexrazoxane, Methoxsalen,
Dexrazoxane, Mitotane,
Dexrazoxane, Mitoxantrone,
Dexrazoxane, MK1775,
Dexrazoxane, MK2206,
Dexrazoxane, Navitoclax,
Dexrazoxane, Nelarabine,
Dexrazoxane, Nilotinib,
Dexrazoxane, Nutlin,
Dexrazoxane, Paclitaxel,
Dexrazoxane, Pazopanib,
Dexrazoxane, Pemetrexed,
Dexrazoxane, Pralatrexate,
Dexrazoxane, Procarbazine,
Dexrazoxane, Raloxifene,
Dexrazoxane, Romidepsin,
Dexrazoxane, Ruxolitinib,
Dexrazoxane, Sirolimus,
Dexrazoxane, Sorafenib,
Dexrazoxane, Streptozocin,
Dexrazoxane, Sunitinib,
Dexrazoxane, Tametinib,
Dexrazoxane, Tamoxifen,
Dexrazoxane, Taselisib,
Dexrazoxane, Temozolomide,
Dexrazoxane, Teniposide,
Dexrazoxane, Thalidomide,
Dexrazoxane, Thioguanine,
Dexrazoxane, Thiotepa,
Dexrazoxane, Topotecan,
Dexrazoxane, Trametinib,
Dexrazoxane, Valrubicin,
Dexrazoxane, Vandetanib,
Dexrazoxane, Vemurafenib,
Dexrazoxane, Vinblastine,
Dexrazoxane, Vinorelbine,
Dexrazoxane, Vismodegib,
Dexrazoxane, Vorinostat,
Docetaxel, Doxorubicin,
Docetaxel, Erlotinib,
Docetaxel, EstramustinePhosphateSodium,
Docetaxel, Etoposide,
Docetaxel, Exemestane,
Docetaxel, Floxuridine,
Docetaxel, Fludarabine,
Docetaxel, Fluorouracil,
Docetaxel, Fulvestrant,
Docetaxel, Gefitinib,
Docetaxel, Gemcitabine,
Docetaxel, Hydroxyurea,
Docetaxel, Ifosfamide,
Docetaxel, Imatinib,
Docetaxel, Imiquimod,
Docetaxel, Ixabepilone,
Docetaxel, Lapatinib,
Docetaxel, Lenalidomide,
Docetaxel, Letrozole,
Docetaxel, Linsitinib,
Docetaxel, Megestrol,
Docetaxel, Mepacrine,
Docetaxel, Mercaptopurine,
Docetaxel, Metformin,
Docetaxel, Methotrexate,
Docetaxel, Methoxsalen,
Docetaxel, Mitotane,
Docetaxel, Mitoxantrone,
Docetaxel, MK1775,
Docetaxel, MK2206,
Docetaxel, Navitoclax,
Docetaxel, Nelarabine,
Docetaxel, Nilotinib,
Docetaxel, Nutlin,
Docetaxel, Paclitaxel,
Docetaxel, Pazopanib,
Docetaxel, Pemetrexed,
Docetaxel, Pralatrexate,
Docetaxel, Procarbazine,
Docetaxel, Raloxifene,
Docetaxel, Romidepsin,
Docetaxel, Ruxolitinib,
Docetaxel, Sirolimus,
Docetaxel, Sorafenib,
Docetaxel, Streptozocin,
Docetaxel, Sunitinib,
Docetaxel, Tametinib,
Docetaxel, Tamoxifen,
Docetaxel, Taselisib,
Docetaxel, Temozolomide,
Docetaxel, Teniposide,
Docetaxel, Thalidomide,
Docetaxel, Thioguanine,
Docetaxel, Thiotepa,
Docetaxel, Topotecan,
Docetaxel, Trametinib,
Docetaxel, Valrubicin,
Docetaxel, Vandetanib,
Docetaxel, Vemurafenib,
Docetaxel, Vinblastine,
Docetaxel, Vinorelbine,
Docetaxel, Vismodegib,
Docetaxel, Vorinostat,
Doxorubicin, Erlotinib,
Doxorubicin, EstramustinePhosphateSodium,
Doxorubicin, Etoposide,
Doxorubicin, Exemestane,
Doxorubicin, Floxuridine,
Doxorubicin, Fludarabine,
Doxorubicin, Fluorouracil,
Doxorubicin, Fulvestrant,
Doxorubicin, Gefitinib,
Doxorubicin, Gemcitabine,
Doxorubicin, Hydroxyurea,
Doxorubicin, Ifosfamide,
Doxorubicin, Imatinib,
Doxorubicin, Imiquimod,
Doxorubicin, Ixabepilone,
Doxorubicin, Lapatinib,
Doxorubicin, Lenalidomide,
Doxorubicin, Letrozole,
Doxorubicin, Linsitinib,
Doxorubicin, Megestrol,
Doxorubicin, Mepacrine,
Doxorubicin, Mercaptopurine,
Doxorubicin, Metformin,
Doxorubicin, Methotrexate,
Doxorubicin, Methoxsalen,
Doxorubicin, Mitotane,
Doxorubicin, Mitoxantrone,
Doxorubicin, MK1775,
Doxorubicin, MK2206,
Doxorubicin, Navitoclax,
Doxorubicin, Nelarabine,
Doxorubicin, Nilotinib,
Doxorubicin, Nutlin,
Doxorubicin, Paclitaxel,
Doxorubicin, Pazopanib,
Doxorubicin, Pemetrexed,
Doxorubicin, Pralatrexate,
Doxorubicin, Procarbazine,
Doxorubicin, Raloxifene,
Doxorubicin, Romidepsin,
Doxorubicin, Ruxolitinib,
Doxorubicin, Sirolimus,
Doxorubicin, Sorafenib,
Doxorubicin, Streptozocin,
Doxorubicin, Sunitinib,
Doxorubicin, Tametinib,
Doxorubicin, Tamoxifen,
Doxorubicin, Taselisib,
Doxorubicin, Temozolomide,
Doxorubicin, Teniposide,
Doxorubicin, Thalidomide,
Doxorubicin, Thioguanine,
Doxorubicin, Thiotepa,
Doxorubicin, Topotecan,
Doxorubicin, Trametinib,
Doxorubicin, Valrubicin,
Doxorubicin, Vandetanib,
Doxorubicin, Vemurafenib,
Doxorubicin, Vinblastine,
Doxorubicin, Vinorelbine,
Doxorubicin, Vismodegib,
Doxorubicin, Vorinostat,
Erlotinib, EstramustinePhosphateSodium,
Erlotinib, Etoposide,
Erlotinib, Exemestane,
Erlotinib, Floxuridine,
Erlotinib, Fludarabine,
Erlotinib, Fluorouracil,
Erlotinib, Fulvestrant,
Erlotinib, Gefitinib,
Erlotinib, Gemcitabine,
Erlotinib, Hydroxyurea,
Erlotinib, Ifosfamide,
Erlotinib, Imatinib,
Erlotinib, Imiquimod,
Erlotinib, Ixabepilone,
Erlotinib, Lapatinib,
Erlotinib, Lenalidomide,
Erlotinib, Letrozole,
Erlotinib, Linsitinib,
Erlotinib, Megestrol,
Erlotinib, Mepacrine,
Erlotinib, Mercaptopurine,
Erlotinib, Metformin,
Erlotinib, Methotrexate,
Erlotinib, Methoxsalen,
Erlotinib, Mitotane,
Erlotinib, Mitoxantrone,
Erlotinib, MK1775,
Erlotinib, MK2206,
Erlotinib, Navitoclax,
Erlotinib, Nelarabine,
Erlotinib, Nilotinib,
Erlotinib, Nutlin,
Erlotinib, Paclitaxel,
Erlotinib, Pazopanib,
Erlotinib, Pemetrexed,
Erlotinib, Pralatrexate,
Erlotinib, Procarbazine,
Erlotinib, Raloxifene,
Erlotinib, Romidepsin,
Erlotinib, Ruxolitinib,
Erlotinib, Sirolimus,
Erlotinib, Sorafenib,
Erlotinib, Streptozocin,
Erlotinib, Sunitinib,
Erlotinib, Tametinib,
Erlotinib, Tamoxifen,
Erlotinib, Taselisib,
Erlotinib, Temozolomide,
Erlotinib, Teniposide,
Erlotinib, Thalidomide,
Erlotinib, Thioguanine,
Erlotinib, Thiotepa,
Erlotinib, Topotecan,
Erlotinib, Trametinib,
Erlotinib, Valrubicin,
Erlotinib, Vandetanib,
Erlotinib, Vemurafenib,
Erlotinib, Vinblastine,
Erlotinib, Vinorelbine,
Erlotinib, Vismodegib,
Erlotinib, Vorinostat,
EstramustinePhosphateSodium, Etoposide,
EstramustinePhosphateSodium, Exemestane,
EstramustinePhosphateSodium, Floxuridine,
EstramustinePhosphateSodium, Fludarabine,
EstramustinePhosphateSodium, Fluorouracil,
EstramustinePhosphateSodium, Fulvestrant,
EstramustinePhosphateSodium, Gefitinib,
EstramustinePhosphateSodium, Gemcitabine,
EstramustinePhosphateSodium, Hydroxyurea,
EstramustinePhosphateSodium, Ifosfamide,
EstramustinePhosphateSodium, Imatinib,
EstramustinePhosphateSodium, Imiquimod,
EstramustinePhosphateSodium, Ixabepilone,
EstramustinePhosphateSodium, Lapatinib,
EstramustinePhosphateSodium, Lenalidomide,
EstramustinePhosphateSodium, Letrozole,
EstramustinePhosphateSodium, Linsitinib,
EstramustinePhosphateSodium, Megestrol,
EstramustinePhosphateSodium, Mepacrine,
EstramustinePhosphateSodium, Mercaptopurine,
EstramustinePhosphateSodium, Metformin,
EstramustinePhosphateSodium, Methotrexate,
EstramustinePhosphateSodium, Methoxsalen,
EstramustinePhosphateSodium, Mitotane,
EstramustinePhosphateSodium, Mitoxantrone,
EstramustinePhosphateSodium, MK1775,
EstramustinePhosphateSodium, MK2206,
EstramustinePhosphateSodium, Navitoclax,
EstramustinePhosphateSodium, Nelarabine,
EstramustinePhosphateSodium, Nilotinib,
EstramustinePhosphateSodium, Nutlin,
EstramustinePhosphateSodium, Paclitaxel,
EstramustinePhosphateSodium, Pazopanib,
EstramustinePhosphateSodium, Pemetrexed,
EstramustinePhosphateSodium, Pralatrexate,
EstramustinePhosphateSodium, Procarbazine,
EstramustinePhosphateSodium, Raloxifene,
EstramustinePhosphateSodium, Romidepsin,
EstramustinePhosphateSodium, Ruxolitinib,
EstramustinePhosphateSodium, Sirolimus,
EstramustinePhosphateSodium, Sorafenib,
EstramustinePhosphateSodium, Streptozocin,
EstramustinePhosphateSodium, Sunitinib,
EstramustinePhosphateSodium, Tametinib,
EstramustinePhosphateSodium, Tamoxifen,
EstramustinePhosphateSodium, Taselisib,
EstramustinePhosphateSodium, Temozolomide,
EstramustinePhosphateSodium, Teniposide,
EstramustinePhosphateSodium, Thalidomide,
EstramustinePhosphateSodium, Thioguanine,
EstramustinePhosphateSodium, Thiotepa,
EstramustinePhosphateSodium, Topotecan,
EstramustinePhosphateSodium, Trametinib,
EstramustinePhosphateSodium, Valrubicin,
EstramustinePhosphateSodium, Vandetanib,
EstramustinePhosphateSodium, Vemurafenib,
EstramustinePhosphateSodium, Vinblastine,
EstramustinePhosphateSodium, Vinorelbine,
EstramustinePhosphateSodium, Vismodegib,
EstramustinePhosphateSodium, Vorinostat,
