Drug1,Drug2,Loewe
docetaxel,cladribine,-0.19
busulfan,chlorambucil,-0.0882
temozolomide_hct,cladribine,-0.3759
estramustinephosphatesodium,azacitidine,-0.3728
sorafenib,azacitidine,-0.2638
vinblastine,romidepsin,-0.2662
imiquimod_hct,etoposide,-0.3121
erlotinib,vinorelbine,-0.354
vinblastine,cladribine,-0.2424
exemestane,vismodegib,-0.3054
ifosfamide,exemestane,-0.3789
fluorouracil,sunitinib,-0.1941
tamoxifen,teniposide_hct,-0.3184
thalidomide_hct,paclitaxel,-0.2602
vinorelbine,vismodegib,-0.4769
docetaxel,axitinib,-0.2719
allopurinol,teniposide_hct,-0.3281
tamoxifen,etoposide,-0.2792
etoposide,pazopanib,-0.2997
thiotepa,dactinomycin,-0.1671
teniposide_hct,vismodegib,-0.2517
clofarabine,mercaptopurine,0.0475
decitabine,floxuridine,-0.0451
temozolomide_hct,etoposide,-0.324
vinblastine,gemcitabine_hct,-0.2859
bortezomib,fludarabine,-0.5998
dacarbazine,teniposide_hct,-0.2566
topotecan,gefitinib,-0.2602
fulvestrant,cladribine,-0.2256
vinorelbine,vemurafenib_hct,-0.3348
gemcitabine_hct,celecoxib,-0.2636
procarbazine,teniposide_hct,-0.3122
teniposide_hct,pazopanib,-0.2463
docetaxel,gefitinib,-0.4217
celecoxib,dexrazoxane,-0.2341
cyclophosphamide,cladribine,-0.2709
thalidomide_hct,cladribine,-0.3456
azacitidine,celecoxib,-0.2821
tamoxifen,thioguanine,-0.3747
thalidomide_hct,vinorelbine,-0.3598
allopurinol,paclitaxel,-0.2495
daunorubicin,doxorubicin,-0.0849
gemcitabine_hct,dexrazoxane,-0.2259
vinorelbine,raloxifene,-0.3493
bortezomib,vinblastine,-0.6369
mitotane,paclitaxel,-0.6115
paclitaxel,capecitabine,-0.0747
mitotane,azacitidine,-0.1156
nilotinib,etoposide,-0.3278
ixabepilone,dexrazoxane,-0.2101
fluorouracil,erlotinib,-0.0969
vorinostat,dactolisib,-0.4962
cyclophosphamide,mercaptopurine,-0.2361
bendamustine,paclitaxel,-0.0989
thalidomide_hct,etoposide,-0.3826
gemcitabine_hct,vinblastine,-0.2694
procarbazine,vinorelbine,-0.3102
tamoxifen,cladribine,-0.2767
busulfan,dexrazoxane,-0.1959
mepacrine,pralatrexate,-0.3261
imiquimod_hct,gemcitabine_hct,-0.378
methoxsalen,etoposide,-0.3352
sunitinib,adavosertib,-0.4391
vorinostat,chlorambucil,-0.0801
ifosfamide,thioguanine,-0.4146
topotecan,vismodegib,-0.2569
aminolevulinicacid,cladribine,-0.2651
sunitinib,teniposide_hct,-0.3209
vinorelbine,gefitinib,-0.3697
altretamine,exemestane,-0.3305
mepacrine,docetaxel,-0.2801
imatinib,teniposide_hct,-0.3457
mercaptopurine,bendamustine,-0.1356
valrubicin,teniposide_hct,-0.3808
fluorouracil,dasatinib,-0.0575
mepacrine,crizotinib,-0.1975
bortezomib,dasatinib,-0.3214
bendamustine,exemestane,-0.349
crizotinib,daunorubicin,-0.2108
allopurinol,cladribine,-0.3882
azacitidine,nilotinib,-0.2405
topotecan,abiraterone,-0.2658
megestrolacetate,teniposide_hct,-0.3599
ifosfamide,azacitidine,-0.3879
ifosfamide,cladribine,-0.3171
vemurafenib_hct,etoposide,-0.2981
vinblastine,lenalidomide_hct,-0.2208
nilotinib,vinorelbine,-0.3901
imiquimod_hct,teniposide_hct,-0.2957
topotecan,procarbazine,0.0435
mepacrine,busulfan,-0.3378
methoxsalen,gemcitabine_hct,-0.3206
doxorubicin,romidepsin,-0.3534
gemcitabine_hct,hydroxyurea,-0.3271
dexrazoxane,vemurafenib_hct,-0.2681
sirolimus,chlorambucil,-0.1501
anastrozole,thioguanine,-0.4219
busulfan,daunorubicin,-0.2313
mercaptopurine,docetaxel,-0.5299
thalidomide_hct,teniposide_hct,-0.3666
methoxsalen,paclitaxel,-0.2928
dasatinib,etoposide,-0.222
methoxsalen,cladribine,-0.3379
azacitidine,capecitabine,-0.2473
capecitabine,vinorelbine,-0.3907
erlotinib,etoposide,-0.3411
ifosfamide,gemcitabine_hct,-0.3114
teniposide_hct,vandetanib,-0.2289
mercaptopurine,dacarbazine,-0.0989
nelarabine,vinorelbine,-0.3332
vemurafenib_hct,vinorelbine,-0.3294
imiquimod_hct,cladribine,-0.4325
azacitidine,temozolomide_hct,-0.2421
azacitidine,imatinib,-0.2045
lapatinib,vinorelbine,-0.3755
bortezomib,sirolimus,-0.6177
cytarabine,megestrolacetate,-0.3856
azacitidine,nelarabine,-0.2585
bortezomib,dexrazoxane,-0.2205
docetaxel,dacarbazine,-0.2266
azacitidine,anastrozole,-0.2172
topotecan,dacarbazine,-0.2772
erlotinib,azacitidine,-0.3881
fludarabine,chlorambucil,-0.0467
lapatinib,etoposide,-0.3372
azacitidine,sirolimus,-0.1825
sunitinib,topotecan,-0.5863
thalidomide_hct,azacitidine,-0.3538
teniposide_hct,ruxolitinib,-0.2469
anastrozole,etoposide,-0.3646
cladribine,etoposide,-0.1775
mitoxantrone,vemurafenib_hct,-0.4309
pralatrexate,daunorubicin,-0.1104
gemcitabine_hct,fludarabine,-0.182
letrozole,teniposide_hct,-0.3237
imatinib,cladribine,-0.3377
fludarabine,exemestane,-0.2388
daunorubicin,crizotinib,-0.2251
bendamustine,etoposide,-0.3224
teniposide_hct,vemurafenib_hct,-0.214
topotecan,lenalidomide_hct,-0.2495
cyclophosphamide,mepacrine,-0.2061
dasatinib,dexrazoxane,-0.2603
vinblastine,axitinib,-0.2734
mepacrine,ruxolitinib,-0.2373
nilotinib,cladribine,-0.2344
doxorubicin,azacitidine,-0.3502
celecoxib,exemestane,-0.2558
paclitaxel,celecoxib,-0.3083
bendamustine,teniposide_hct,-0.3716
capecitabine,teniposide_hct,-0.3761
lapatinib,azacitidine,-0.2916
streptozocin,mercaptopurine,-0.2191
anastrozole,teniposide_hct,-0.3506
clofarabine,floxuridine,0.011
mercaptopurine,lenalidomide_hct,-0.2032
imatinib,etoposide,-0.3609
bendamustine,cladribine,-0.1373
estramustinephosphatesodium,paclitaxel,-0.6302
geldanamycin_hct,dactolisib,-0.1738
etoposide,geldanamycin_hct,-0.156
dasatinib,exemestane,-0.2907
fluorouracil,lapatinib,-0.0231
methoxsalen,azacitidine,-0.364
streptozocin,daunorubicin,-0.1757
estramustinephosphatesodium,exemestane,0.0401
mepacrine,megestrolacetate,-0.2782
sunitinib,dactolisib,-0.6358
romidepsin,dacarbazine,-0.2738
aminolevulinicacid,azacitidine,-0.2158
dexrazoxane,lenalidomide_hct,-0.2957
floxuridine,thiotepa,-0.1409
topotecan,vandetanib,-0.2602
cladribine,daunorubicin,-0.104
tamoxifen,dexrazoxane,-0.203
decitabine,vorinostat,-0.2433
pralatrexate,dactinomycin,-0.637
mercaptopurine,megestrolacetate,-0.179
cladribine,teniposide_hct,-0.1731
capecitabine,dexrazoxane,-0.3212
mepacrine,fludarabine,-0.1919
doxorubicin,cladribine,-0.3057
imiquimod_hct,azacitidine,-0.4097
mepacrine,gefitinib,-0.3178
mercaptopurine,tamoxifen,-0.1879
daunorubicin,gefitinib,-0.3036
topotecan,megestrolacetate,-0.3048
paclitaxel,fludarabine,-0.1063
celecoxib,teniposide_hct,-0.3475
mepacrine,axitinib,-0.2488
letrozole,dexrazoxane,-0.2871
gemcitabine_hct,etoposide,-0.234
vemurafenib_hct,teniposide_hct,-0.3479
sunitinib,gemcitabine_hct,-0.2508
vinblastine,megestrolacetate,-0.2857
topotecan,vemurafenib_hct,-0.2718
vorinostat,thiotepa,-0.1238
doxorubicin,gemcitabine_hct,-0.3446
dasatinib,vinorelbine,-0.2536
sorafenib,axitinib,-0.1696
mepacrine,clofarabine,-0.1759
dasatinib,teniposide_hct,-0.2734
pralatrexate,chlorambucil,-0.0075
aminolevulinicacid,dexrazoxane,-0.2894
capecitabine,cladribine,-0.2602
bortezomib,cyclophosphamide,-0.305
estramustinephosphatesodium,chlorambucil,-0.0234
mepacrine,dacarbazine,-0.249
sirolimus,gemcitabine_hct,-0.1357
allopurinol,mercaptopurine,-0.2991
clofarabine,thiotepa,-0.0514
dacarbazine,etoposide,-0.3407
busulfan,mercaptopurine,-0.2749
mercaptopurine,altretamine,-0.1544
mercaptopurine,vinblastine,-0.2433
sunitinib,bortezomib,-0.7182
aminolevulinicacid,mercaptopurine,-0.2913
teniposide_hct,axitinib,-0.1485
aminolevulinicacid,romidepsin,-0.3211
mercaptopurine,vismodegib,-0.184
estramustinephosphatesodium,cladribine,-0.4464
cytarabine,pazopanib,-0.3465
docetaxel,ruxolitinib,-0.3252
topotecan,raloxifene,-0.2686
decitabine,gefitinib,-0.1887
hydroxyurea,etoposide,-0.3056
decitabine,thiotepa,-0.1696
imiquimod_hct,dexrazoxane,-0.2966
fludarabine,dactinomycin,-0.2547
methoxsalen,dexrazoxane,-0.3425
topotecan,altretamine,-0.3138
mepacrine,vandetanib,-0.2699
streptozocin,exemestane,-0.2895
dasatinib,gemcitabine_hct,-0.2191
dasatinib,paclitaxel,-0.1943
gemcitabine_hct,vinorelbine,-0.2871
mepacrine,dasatinib,-0.3406
erlotinib,mepacrine,-0.2878
estramustinephosphatesodium,gemcitabine_hct,-0.3376
methoxsalen,mepacrine,-0.2275
aminolevulinicacid,daunorubicin,-0.2033
dacarbazine,doxorubicin,-0.0834
fluorouracil,mk2206_hct,0.0219
mercaptopurine,ruxolitinib,-0.1703
mepacrine,hydroxyurea,-0.1741
vorinostat,floxuridine,-0.1465
exemestane,axitinib,-0.2883
sunitinib,dactinomycin,-0.0679
mepacrine,bendamustine,-0.1597
mepacrine,sirolimus,-0.2413
decitabine,crizotinib,-0.1114
nilotinib,dexrazoxane,-0.3547
mepacrine,mitotane,-0.1645
dactinomycin,vinorelbine,-0.4474
gemcitabine_hct,teniposide_hct,-0.2549
mercaptopurine,mitotane,-0.2484
mercaptopurine,abiraterone,-0.1915
mepacrine,sunitinib,-0.2548
mercaptopurine,fulvestrant,-0.2804
vinblastine,abiraterone,-0.3261
topotecan,pazopanib,-0.2788
vinblastine,vismodegib,-0.3803
ifosfamide,etoposide,-0.2585
daunorubicin,abiraterone,-0.2742
dacarbazine,daunorubicin,-0.1869
sunitinib,daunorubicin,-0.2156
sunitinib,romidepsin,-0.2917
sirolimus,dactinomycin,0.1179
imatinib,dactinomycin,-0.1988
sorafenib,abiraterone,-0.1639
anastrozole,dexrazoxane,-0.3386
mercaptopurine,vemurafenib_hct,-0.1865
sorafenib,romidepsin,-0.3373
clofarabine,dactinomycin,0.188
nelarabine,teniposide_hct,-0.3872
megestrolacetate,exemestane,-0.2693
valrubicin,daunorubicin,-0.2479
hydroxyurea,chlorambucil,-0.1507
erlotinib,romidepsin,-0.363
valrubicin,chlorambucil,-0.2006
bortezomib,vinorelbine,-0.2934
allopurinol,dactinomycin,-0.2349
sorafenib,dacarbazine,-0.1908
vinblastine,altretamine,-0.2695
cyclophosphamide,exemestane,-0.3187
temozolomide_hct,dexrazoxane,-0.3466
vinorelbine,abiraterone,-0.4622
cyclophosphamide,teniposide_hct,-0.3369
sorafenib,cladribine,-0.2456
sorafenib,lenalidomide_hct,-0.1969
daunorubicin,axitinib,-0.2339
cyclophosphamide,daunorubicin,-0.2186
mercaptopurine,vandetanib,-0.186
vorinostat,gemcitabine_hct,-0.8113
mepacrine,lenalidomide_hct,-0.3154
mepacrine,fulvestrant,-0.2729
allopurinol,daunorubicin,-0.2279
vorinostat,docetaxel,-0.1769
methoxsalen,exemestane,-0.2853
bortezomib,methoxsalen,-0.3687
cyclophosphamide,paclitaxel,-0.2655
mercaptopurine,pazopanib,-0.1933
ixabepilone,daunorubicin,-0.2229
vemurafenib_hct,dexrazoxane,-0.3574
mitotane,vinorelbine,-0.3812
hydroxyurea,azacitidine,-0.3152
docetaxel,raloxifene,-0.4772
procarbazine,dactinomycin,-0.2311
dasatinib,daunorubicin,-0.2567
cladribine,chlorambucil,-0.1294
fulvestrant,vinorelbine,-0.311
vorinostat,bortezomib,-0.6997
chlorambucil,gefitinib,-0.1418
bortezomib,chlorambucil,-0.115
dexrazoxane,axitinib,-0.217
vinblastine,ruxolitinib,-0.2656
imiquimod_hct,mepacrine,-0.2748
azacitidine,vinblastine,-0.2622
crizotinib,chlorambucil,-0.0625
mercaptopurine,sunitinib,-0.2562
fulvestrant,azacitidine,-0.0869
dasatinib,chlorambucil,-0.1848
busulfan,vorinostat,-0.1392
cyclophosphamide,dexrazoxane,-0.3141
procarbazine,gemcitabine_hct,-0.2701
exemestane,lenalidomide_hct,-0.29
tamoxifen,daunorubicin,-0.2365
mercaptopurine,sorafenib,-0.2805
thalidomide_hct,mercaptopurine,-0.2849
mepacrine,aminolevulinicacid,-0.3429
mercaptopurine,axitinib,-0.1276
temozolomide_hct,floxuridine,-0.1375
estramustinephosphatesodium,mepacrine,-0.3584
dactinomycin,exemestane,-0.5186
anastrozole,vinorelbine,-0.3239
vinblastine,vandetanib,-0.2994
docetaxel,floxuridine,-0.0631
anastrozole,cladribine,-0.2328
decitabine,clofarabine,-0.0932
allopurinol,romidepsin,-0.3762
fulvestrant,chlorambucil,-0.1926
topotecan,axitinib,-0.2256
ifosfamide,daunorubicin,-0.1834
mepacrine,pazopanib,-0.2875
mercaptopurine,celecoxib,-0.2515
allopurinol,azacitidine,-0.2455
decitabine,pralatrexate,-0.0305
anastrozole,dactinomycin,0.0861
bortezomib,lapatinib,-0.3313
vorinostat,clofarabine,-0.1316
daunorubicin,ruxolitinib,-0.0499
ifosfamide,vinorelbine,-0.3255
mitotane,teniposide_hct,-0.3244
bortezomib,imatinib,-0.4109
erlotinib,mercaptopurine,-0.2864
decitabine,axitinib,-0.1573
hydroxyurea,dexrazoxane,-0.3088
thalidomide_hct,dexrazoxane,-0.4334
tamoxifen,chlorambucil,-0.1468
daunorubicin,vandetanib,-0.2776
chlorambucil,megestrolacetate,-0.138
mepacrine,vinblastine,-0.2413
chlorambucil,axitinib,-0.1936
pralatrexate,thiotepa,-0.5957
bortezomib,nilotinib,-0.3917
busulfan,thiotepa,-0.1132
mepacrine,altretamine,-0.3106
procarbazine,daunorubicin,-0.214
romidepsin,nelarabine,-0.3203
anastrozole,gemcitabine_hct,-0.2578
vinblastine,raloxifene,-0.3891
decitabine,lenalidomide_hct,-0.2385
pralatrexate,vorinostat,-0.6743
hydroxyurea,paclitaxel,-0.2685
romidepsin,anastrozole,-0.2944
dactinomycin,etoposide,-0.4251
cladribine,letrozole,-0.2814
vorinostat,crizotinib,-0.061
sorafenib,crizotinib,-0.1788
vorinostat,fludarabine,-0.1138
mercaptopurine,hydroxyurea,-0.3189
megestrolacetate,daunorubicin,-0.3335
mepacrine,raloxifene,-0.3124
methoxsalen,teniposide_hct,-0.3115
ifosfamide,teniposide_hct,-0.2863
mercaptopurine,temozolomide_hct,-0.3043
nilotinib,teniposide_hct,-0.3342
mercaptopurine,raloxifene,-0.2426
chlorambucil,abiraterone,-0.1406
nilotinib,daunorubicin,-0.2884
methoxsalen,daunorubicin,-0.2509
methoxsalen,chlorambucil,-0.1844
nelarabine,dexrazoxane,-0.3359
docetaxel,lenalidomide_hct,-0.1967
altretamine,vinorelbine,-0.2909
letrozole,daunorubicin,-0.2828
decitabine,vismodegib,-0.1917
docetaxel,vandetanib,-0.3003
erlotinib,daunorubicin,-0.2736
fulvestrant,paclitaxel,-0.0616
erlotinib,dactinomycin,-0.2958
cyclophosphamide,chlorambucil,-0.1842
temozolomide_hct,teniposide_hct,-0.3151
celecoxib,chlorambucil,-0.2426
imiquimod_hct,daunorubicin,-0.2437
allopurinol,gemcitabine_hct,-0.3025
estramustinephosphatesodium,mercaptopurine,-0.2853
gemcitabine_hct,letrozole,-0.3084
docetaxel,dactinomycin,-0.0207
mercaptopurine,anastrozole,-0.3136
methoxsalen,dactinomycin,-0.2818
bendamustine,daunorubicin,-0.2657
chlorambucil,altretamine,-0.1411
mepacrine,lapatinib,-0.373
celecoxib,daunorubicin,-0.246
vinblastine,azacitidine,-0.0016
pralatrexate,floxuridine,-0.6195
daunorubicin,pazopanib,-0.2642
sorafenib,vandetanib,-0.2119
chlorambucil,dacarbazine,-0.1501
lapatinib,dexrazoxane,-0.3345
daunorubicin,vemurafenib_hct,-0.3149
mepacrine,anastrozole,-0.3992
gemcitabine_hct,anastrozole,-0.2476
letrozole,vinorelbine,-0.3128
mepacrine,nilotinib,-0.3234
sirolimus,mercaptopurine,0.0301
cladribine,celecoxib,-0.3023
dactinomycin,teniposide_hct,-0.4434
sorafenib,pazopanib,-0.2199
imatinib,vinorelbine,-0.3837
mercaptopurine,imatinib,-0.3637
topotecan,ruxolitinib,-0.2595
imiquimod_hct,vinorelbine,-0.3307
mercaptopurine,doxorubicin,-0.3787
ifosfamide,chlorambucil,-0.1415
sunitinib,chlorambucil,-0.1898
sorafenib,ruxolitinib,-0.178
sunitinib,floxuridine,-0.1043
exemestane,ruxolitinib,-0.2895
sirolimus,thiotepa,-0.05
temozolomide_hct,vinorelbine,-0.3459
ifosfamide,paclitaxel,-0.265
vinblastine,paclitaxel,0.0289
anastrozole,azacitidine,-0.0535
exemestane,pazopanib,-0.3172
capecitabine,daunorubicin,-0.3112
romidepsin,raloxifene,-0.3364
paclitaxel,nelarabine,0.0283
sorafenib,vismodegib,-0.2139
sorafenib,gefitinib,-0.164
sunitinib,thiotepa,-0.0615
temozolomide_hct,exemestane,-0.3531
vorinostat,gefitinib,-0.1558
chlorambucil,pazopanib,-0.1918
lapatinib,daunorubicin,-0.3284
mepacrine,capecitabine,-0.3624
procarbazine,mercaptopurine,-0.2278
vinblastine,dacarbazine,-0.267
chlorambucil,vemurafenib_hct,-0.1681
nelarabine,etoposide,-0.3446
nilotinib,chlorambucil,-0.2246
thiotepa,crizotinib,-0.0678
chlorambucil,ruxolitinib,-0.1562
decitabine,busulfan,-0.1938
bendamustine,chlorambucil,-0.1695
gemcitabine_hct,capecitabine,-0.2805
lapatinib,cladribine,-0.2487
mitotane,thiotepa,-0.0997
mepacrine,doxorubicin,-0.1939
sirolimus,gefitinib,-0.0995
nelarabine,daunorubicin,-0.2945
fluorouracil,adavosertib,-0.3955
letrozole,chlorambucil,-0.2479
lapatinib,teniposide_hct,-0.3826
estramustinephosphatesodium,daunorubicin,-0.1829
mitotane,daunorubicin,-0.2618
anastrozole,paclitaxel,-0.0289
sorafenib,vemurafenib_hct,-0.2144
daunorubicin,raloxifene,-0.2393
sirolimus,crizotinib,-0.1569
chlorambucil,raloxifene,-0.2458
imiquimod_hct,paclitaxel,-0.5624
mepacrine,celecoxib,-0.3988
pralatrexate,crizotinib,0.0029
erlotinib,vorinostat,-0.1749
decitabine,megestrolacetate,-0.2588
vorinostat,megestrolacetate,-0.1105
anastrozole,daunorubicin,-0.2868
mepacrine,imatinib,-0.4216
sorafenib,thiotepa,-0.096
imatinib,daunorubicin,-0.3543
decitabine,altretamine,-0.2592
procarbazine,mepacrine,-0.2638
procarbazine,thiotepa,-0.1541
lapatinib,thiotepa,-0.0923
doxorubicin,dactinomycin,-0.237
docetaxel,megestrolacetate,-0.4525
dasatinib,dactinomycin,0.0804
decitabine,fludarabine,-0.1731
chlorambucil,vandetanib,-0.1962
anastrozole,chlorambucil,-0.2475
nilotinib,dactinomycin,-0.2217
aminolevulinicacid,floxuridine,-0.1333
nelarabine,cladribine,-0.2783
vorinostat,lenalidomide_hct,-0.151
thiotepa,gefitinib,-0.1357
vorinostat,imatinib,-0.0659
fulvestrant,thiotepa,-0.079
lapatinib,floxuridine,-0.0807
streptozocin,vorinostat,-0.1651
estramustinephosphatesodium,vorinostat,-0.152
mepacrine,tamoxifen,-0.2025
vorinostat,letrozole,-0.1503
mepacrine,abiraterone,-0.2746
mitotane,chlorambucil,-0.2058
thiotepa,megestrolacetate,-0.1482
dasatinib,vorinostat,-0.1842
fluorouracil,geldanamycin_hct,-0.3972
streptozocin,mepacrine,-0.2335
mepacrine,sorafenib,-0.2774
dasatinib,floxuridine,-0.1021
cyclophosphamide,vorinostat,-0.1435
vinblastine,thiotepa,-0.0998
docetaxel,altretamine,-0.2779
busulfan,floxuridine,-0.0888
streptozocin,thiotepa,-0.1647
decitabine,mitotane,-0.064
sorafenib,raloxifene,-0.2155
mepacrine,vemurafenib_hct,-0.3031
procarbazine,vorinostat,-0.134
streptozocin,chlorambucil,-0.0775
ifosfamide,vorinostat,-0.1592
bortezomib,daunorubicin,-0.1111
ifosfamide,mercaptopurine,-0.2913
methoxsalen,mercaptopurine,-0.3223
thiotepa,lenalidomide_hct,-0.1881
dactinomycin,daunorubicin,-0.3509
decitabine,sirolimus,-0.0582
daunorubicin,lenalidomide_hct,-0.2527
thiotepa,letrozole,-0.1632
vemurafenib_hct,chlorambucil,-0.2249
pralatrexate,gefitinib,0.0288
allopurinol,vorinostat,-0.2077
decitabine,ruxolitinib,-0.2744
aminolevulinicacid,vorinostat,-0.0764
thiotepa,dacarbazine,-0.1398
vorinostat,tamoxifen,-0.1353
celecoxib,dactinomycin,-0.4819
tamoxifen,floxuridine,-0.1635
busulfan,clofarabine,0.0256
altretamine,daunorubicin,-0.2162
gemcitabine_hct,chlorambucil,-0.1818
decitabine,dasatinib,-0.1278
sunitinib,vorinostat,-0.2095
thalidomide_hct,mepacrine,-0.2207
fulvestrant,daunorubicin,-0.2622
bendamustine,vorinostat,-0.1813
bendamustine,floxuridine,-0.1537
mepacrine,temozolomide_hct,-0.1285
vorinostat,abiraterone,-0.16
nelarabine,chlorambucil,-0.2667
fluorouracil,dactolisib,-0.3753
thiotepa,abiraterone,-0.1135
vorinostat,nelarabine,-0.1475
hydroxyurea,daunorubicin,-0.2838
vorinostat,nilotinib,-0.1663
thiotepa,vemurafenib_hct,-0.1091
temozolomide_hct,thiotepa,-0.1661
thalidomide_hct,chlorambucil,-0.3422
imatinib,chlorambucil,-0.2697
docetaxel,clofarabine,-0.0442
nilotinib,thiotepa,-0.1437
vorinostat,dacarbazine,-0.1207
sorafenib,dactinomycin,0.0163
ixabepilone,chlorambucil,-0.1405
bendamustine,thiotepa,-0.1372
vorinostat,vemurafenib_hct,-0.1187
tamoxifen,thiotepa,-0.2087
daunorubicin,vismodegib,-0.3173
thiotepa,axitinib,-0.0573
vinblastine,pazopanib,-0.3325
mepacrine,allopurinol,-0.3919
mercaptopurine,lapatinib,-0.2848
thalidomide_hct,thiotepa,-0.1838
vorinostat,vinblastine,-0.1692
mercaptopurine,letrozole,-0.3426
vorinostat,pazopanib,-0.1399
procarbazine,chlorambucil,-0.1558
hydroxyurea,thiotepa,-0.1642
sorafenib,floxuridine,-0.1533
dasatinib,thiotepa,-0.0778
busulfan,pralatrexate,-0.3503
sirolimus,lenalidomide_hct,-0.1293
thiotepa,vandetanib,-0.1222
estramustinephosphatesodium,decitabine,-0.1462
vorinostat,axitinib,-0.088
chlorambucil,lenalidomide_hct,-0.1547
decitabine,tamoxifen,-0.1423
methoxsalen,thiotepa,-0.2231
hydroxyurea,vorinostat,-0.2001
vorinostat,capecitabine,-0.2059
vorinostat,ruxolitinib,-0.1422
thiotepa,vismodegib,-0.1266
lapatinib,vorinostat,-0.1453
mitotane,vorinostat,-0.2808
vorinostat,vismodegib,-0.1405
nilotinib,mercaptopurine,-0.0473
sirolimus,altretamine,-0.0984
erlotinib,chlorambucil,-0.2336
etoposide,adavosertib,-0.3652
etoposide,dactolisib,-0.3998
nelarabine,mercaptopurine,-0.0826
ifosfamide,mepacrine,-0.2363
thalidomide_hct,floxuridine,-0.1936
estramustinephosphatesodium,thiotepa,-0.2347
fluorouracil,bortezomib,-0.6321
anastrozole,thiotepa,-0.0286
fludarabine,floxuridine,-0.252
procarbazine,floxuridine,-0.1417
vinblastine,vemurafenib_hct,-0.3835
vorinostat,sirolimus,-0.1289
aminolevulinicacid,thiotepa,-0.1311
capecitabine,chlorambucil,-0.196
capecitabine,mercaptopurine,-0.0591
vorinostat,anastrozole,-0.2041
decitabine,doxorubicin,-0.1648
anastrozole,vorinostat,-0.0812
sirolimus,megestrolacetate,-0.1068
aminolevulinicacid,chlorambucil,-0.1555
doxorubicin,vorinostat,-0.2817
sirolimus,axitinib,-0.201
erlotinib,thiotepa,-0.3021
mepacrine,letrozole,-0.3799
vinblastine,dactinomycin,-0.0316
allopurinol,chlorambucil,-0.2052
sunitinib,clofarabine,-0.0283
azacitidine,crizotinib,-0.1063
ifosfamide,thiotepa,-0.2109
mepacrine,nelarabine,-0.3743
nelarabine,thiotepa,-0.2203
azacitidine,gefitinib,-0.1621
vorinostat,celecoxib,-0.2073
decitabine,temozolomide_hct,-0.1312
aminolevulinicacid,pralatrexate,-0.1902
vemurafenib_hct,daunorubicin,-0.3117
temozolomide_hct,daunorubicin,-0.2732
dactinomycin,chlorambucil,-0.393
decitabine,pazopanib,-0.1888
dexrazoxane,doxorubicin,-0.1702
capecitabine,floxuridine,-0.1107
busulfan,gefitinib,-0.1355
decitabine,raloxifene,-0.2131
pralatrexate,fludarabine,-0.6343
busulfan,crizotinib,-0.1014
floxuridine,letrozole,-0.1677
doxorubicin,floxuridine,-0.2641
thalidomide_hct,dactinomycin,-0.2228
etoposide,bortezomib,-0.6188
thiotepa,ruxolitinib,-0.1087
chlorambucil,vismodegib,-0.19
methoxsalen,floxuridine,-0.2059
imiquimod_hct,vorinostat,-0.1879
vorinostat,altretamine,-0.1515
sirolimus,floxuridine,-0.105
azacitidine,dacarbazine,-0.1073
lapatinib,chlorambucil,-0.2519
decitabine,streptozocin,-0.2261
aminolevulinicacid,crizotinib,-0.0539
decitabine,ifosfamide,-0.1248
ifosfamide,floxuridine,-0.2197
sorafenib,altretamine,-0.2808
clofarabine,fludarabine,0.0057
capecitabine,dactinomycin,-0.0027
pralatrexate,docetaxel,-0.7509
sirolimus,dacarbazine,-0.1482
cyclophosphamide,floxuridine,-0.1737
azacitidine,megestrolacetate,-0.0716
erlotinib,floxuridine,-0.2674
cyclophosphamide,thiotepa,-0.1772
estramustinephosphatesodium,clofarabine,-0.0308
mitotane,floxuridine,-0.0934
nelarabine,dactinomycin,-0.0177
azacitidine,axitinib,-0.1089
thiotepa,raloxifene,-0.1286
decitabine,sorafenib,-0.1985
decitabine,lapatinib,-0.1794
docetaxel,fludarabine,0.0585
pralatrexate,fulvestrant,0.0262
decitabine,fulvestrant,-0.2105
imiquimod_hct,thiotepa,-0.3136
dasatinib,clofarabine,-0.1147
pralatrexate,hydroxyurea,-0.0631
nilotinib,floxuridine,-0.1645
decitabine,anastrozole,-0.199
floxuridine,celecoxib,-0.1585
decitabine,sunitinib,-0.2133
temozolomide_hct,chlorambucil,-0.2309
busulfan,megestrolacetate,-0.0817
imiquimod_hct,chlorambucil,-0.2147
celecoxib,crizotinib,-0.1183
vorinostat,vandetanib,-0.1185
decitabine,imiquimod_hct,-0.1302
gefitinib,crizotinib,-0.1547
thiotepa,altretamine,-0.1296
vinblastine,floxuridine,-0.0999
erlotinib,decitabine,-0.2
thalidomide_hct,vorinostat,-0.1599
streptozocin,floxuridine,-0.1593
hydroxyurea,floxuridine,-0.1285
sorafenib,vorinostat,-0.1668
decitabine,vinblastine,-0.1885
decitabine,methoxsalen,-0.2235
decitabine,nelarabine,-0.2003
crizotinib,gefitinib,-0.0403
allopurinol,thiotepa,-0.1204
pralatrexate,axitinib,-0.0144
busulfan,dacarbazine,-0.0585
busulfan,axitinib,-0.0702
vorinostat,temozolomide_hct,-0.1497
imiquimod_hct,floxuridine,-0.3016
pralatrexate,sirolimus,-0.7706
azacitidine,lenalidomide_hct,-0.174
busulfan,sirolimus,-0.0795
dasatinib,crizotinib,-0.0977
pralatrexate,altretamine,0.0069
allopurinol,floxuridine,-0.1532
fulvestrant,vorinostat,-0.0908
pralatrexate,dasatinib,-0.7648
